year,category,laureate_type,full_name,birth_year,birth_city,birth_country,gender,prize,motivation
1969,Chemistry,Individual,Derek H. R. Barton,1918,Gravesend,United Kingdom,Male,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry"""
1969,Chemistry,Individual,Odd Hassel,1897,Kristiania (Oslo),Norway,Male,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry"""
1969,Economics,Individual,Ragnar Frisch,1895,Oslo,Norway,Male,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes"""
1969,Economics,Individual,Jan Tinbergen,1903,the Hague,Netherlands,Male,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes"""
1969,Literature,Individual,Samuel Beckett,1906,Dublin,Ireland,Male,The Nobel Prize in Literature 1969,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation"""
1969,Medicine,Individual,Max DelbrÃ¼ck,1906,Berlin,Germany,Male,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
1969,Medicine,Individual,Alfred D. Hershey,1908,"Owosso, MI",United States of America,Male,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
1969,Medicine,Individual,Salvador E. Luria,1912,Torino,Italy,Male,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
1969,Peace,Organization,International Labour Organization (I.L.O.),NA,NA,NA,NA,The Nobel Peace Prize 1969,NA
1969,Physics,Individual,Murray Gell-Mann,1929,"New York, NY",United States of America,Male,The Nobel Prize in Physics 1969,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions"""
1970,Chemistry,Individual,Luis F. Leloir,1906,Paris,France,Male,The Nobel Prize in Chemistry 1970,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates"""
1970,Economics,Individual,Paul A. Samuelson,1915,"Gary, IN",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 1970,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science"""
1970,Literature,Individual,Aleksandr Isayevich Solzhenitsyn,1918,Kislovodsk,Russia,Male,The Nobel Prize in Literature 1970,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature"""
1970,Medicine,Individual,Sir Bernard Katz,1911,Leipzig,Germany,Male,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
1970,Medicine,Individual,Ulf von Euler,1905,Stockholm,Sweden,Male,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
1970,Medicine,Individual,Julius Axelrod,1912,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
1970,Peace,Individual,Norman E. Borlaug,1914,"Cresco, IA",United States of America,Male,The Nobel Peace Prize 1970,NA
1970,Physics,Individual,Hannes Olof GÃ¶sta AlfvÃ©n,1908,NorrkÃ¶ping,Sweden,Male,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics"""
1970,Physics,Individual,Louis EugÃ¨ne FÃ©lix NÃ©el,1904,Lyon,France,Male,The Nobel Prize in Physics 1970,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics"""
1971,Chemistry,Individual,Gerhard Herzberg,1904,Hamburg,Germany,Male,The Nobel Prize in Chemistry 1971,"""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals"""
1971,Economics,Individual,Simon Kuznets,1901,Pinsk,Russian Empire (Belarus),Male,The Sveriges Riksbank Prize in Economic Sciences 1971,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development"""
1971,Literature,Individual,Pablo Neruda,1904,Parral,Chile,Male,The Nobel Prize in Literature 1971,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams"""
1971,Medicine,Individual,"Earl W. Sutherland, Jr.",1915,"Burlingame, KS",United States of America,Male,The Nobel Prize in Physiology or Medicine 1971,"""for his discoveries concerning the mechanisms of the action of hormones"""
1971,Peace,Individual,Willy Brandt,1913,LÃ¼beck,Germany,Male,The Nobel Peace Prize 1971,NA
1971,Physics,Individual,Dennis Gabor,1900,Budapest,Hungary,Male,The Nobel Prize in Physics 1971,"""for his invention and development of the holographic method"""
1972,Chemistry,Individual,Christian B. Anfinsen,1916,"Monessen, PA",United States of America,Male,The Nobel Prize in Chemistry 1972,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation"""
1972,Chemistry,Individual,Stanford Moore,1913,"Chicago, IL",United States of America,Male,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"""
1972,Chemistry,Individual,William H. Stein,1911,"New York, NY",United States of America,Male,The Nobel Prize in Chemistry 1972,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"""
1972,Economics,Individual,John R. Hicks,1904,Warwick,United Kingdom,Male,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory"""
1972,Economics,Individual,Kenneth J. Arrow,1921,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 1972,"""for their pioneering contributions to general economic equilibrium theory and welfare theory"""
1972,Literature,Individual,Heinrich BÃ¶ll,1917,Cologne,Germany,Male,The Nobel Prize in Literature 1972,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature"""
1972,Medicine,Individual,Gerald M. Edelman,1929,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies"""
1972,Medicine,Individual,Rodney R. Porter,1917,Newton-le-Willows,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 1972,"""for their discoveries concerning the chemical structure of antibodies"""
1972,Physics,Individual,John Bardeen,1908,"Madison, WI",United States of America,Male,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
1972,Physics,Individual,Leon Neil Cooper,1930,"New York, NY",United States of America,Male,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
1972,Physics,Individual,John Robert Schrieffer,1931,"Oak Park, IL",United States of America,Male,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory"""
1973,Chemistry,Individual,Ernst Otto Fischer,1918,Munich,Germany,Male,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"""
1973,Chemistry,Individual,Geoffrey Wilkinson,1921,Todmorden,United Kingdom,Male,The Nobel Prize in Chemistry 1973,"""for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"""
1973,Economics,Individual,Wassily Leontief,1906,St. Petersburg,Russia,Male,The Sveriges Riksbank Prize in Economic Sciences 1973,"""for the development of the input-output method and for its application to important economic problems"""
1973,Literature,Individual,Patrick White,1912,London,United Kingdom,Male,The Nobel Prize in Literature 1973,"""for an epic and psychological narrative art which has introduced a new continent into literature"""
1973,Medicine,Individual,Karl von Frisch,1886,Vienna,Austria,Male,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
1973,Medicine,Individual,Konrad Lorenz,1903,Vienna,Austria,Male,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
1973,Medicine,Individual,Nikolaas Tinbergen,1907,the Hague,Netherlands,Male,The Nobel Prize in Physiology or Medicine 1973,"""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
1973,Peace,Individual,Henry A. Kissinger,1923,FÃ¼rth,Germany,Male,The Nobel Peace Prize 1973,NA
1973,Peace,Organization,Le Duc Tho,1911,Nam Ha province,Vietnam,Male,The Nobel Peace Prize 1973,NA
1973,Physics,Individual,Leo Esaki,1925,Osaka,Japan,Male,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"""
1973,Physics,Individual,Ivar Giaever,1929,Bergen,Norway,Male,The Nobel Prize in Physics 1973,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively"""
1973,Physics,Individual,Brian David Josephson,1940,Cardiff,United Kingdom,Male,The Nobel Prize in Physics 1973,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects"""
1974,Chemistry,Individual,Paul J. Flory,1910,"Sterling, IL",United States of America,Male,The Nobel Prize in Chemistry 1974,"""for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules"""
1974,Economics,Individual,Gunnar Myrdal,1898,Skattungbyn,Sweden,Male,The Sveriges Riksbank Prize in Economic Sciences 1974,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"""
1974,Economics,Individual,Friedrich August von Hayek,1899,Vienna,Austria,Male,The Sveriges Riksbank Prize in Economic Sciences 1974,"""for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"""
1974,Literature,Individual,Eyvind Johnson,1900,SvartbjÃ¶rnsbyn,Sweden,Male,The Nobel Prize in Literature 1974,"""for a narrative art, far-seeing in lands and ages, in the service of freedom"""
1974,Literature,Individual,Harry Martinson,1904,JÃ¤mshÃ¶g,Sweden,Male,The Nobel Prize in Literature 1974,"""for writings that catch the dewdrop and reflect the cosmos"""
1974,Medicine,Individual,Albert Claude,1898,Longlier,Belgium,Male,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell"""
1974,Medicine,Individual,Christian de Duve,1917,Thames Ditton,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 1974,"""for their discoveries concerning the structural and functional organization of the cell"""
